"P1";"P2";"Vainqueur"
"Tauros (Flamboyant)";"Rampe-Ailes";"Rampe-Ailes"
"Virevorreur";"Pelage-Sablé";"Virevorreur"
"Vrombotor";"Yuyu";"Yuyu"
"Tauros (Flamboyant)";"Délestin";"Tauros (Flamboyant)"
"Briochien";"Mite-de-Fer";"Mite-de-Fer"
"Bérasca";"Scalpereur";"Scalpereur"
"Tag-tag";"Virevorreur";"Tag-tag"
"Bérasca";"Fort-Ivoire";"Fort-Ivoire"
"Tag-tag";"Motorizard";"Motorizard"
"Fort-Ivoire";"Rampe-Ailes";"Rampe-Ailes"
"Deusolourdo (Forme Triple)";"Rampe-Ailes";"Rampe-Ailes"
"Ampibidou";"Terracruel";"Terracruel"
"Tapatoès (Blanc)";"Virevorreur";"Virevorreur"
"Gigansel";"Farigiraf";"Farigiraf"
"Fort-Ivoire";"Epine-de-Fer";"Fort-Ivoire"
"Carmadura";"Mite-de-Fer";"Mite-de-Fer"
"Tauros (Flamboyant)";"Famignol";"Tauros (Flamboyant)"
"Tapatoès (Blanc)";"Yuyu";"Yuyu"
"Fragoin (Mâle)";"Baojian";"Baojian"
"Balbalèze";"Délestin";"Délestin"
"Nigirigon (Forme Affalée)";"Scalpereur";"Scalpereur"
"Terracruel";"Gromago";"Terracruel"
"Palmaval";"Dinglu";"Palmaval"
"Palmaval";"Chongjian";"Palmaval"
"Carmadura";"Balbalèze";"Carmadura"
"Craparoi";"Ferdeter";"Craparoi"
"Superdofin (Zéro)";"Epine-de-Fer";"Superdofin (Zéro)"
"Vrombotor";"Motorizard";"Motorizard"
"Fulgulairo";"Miraidon";"Fulgulairo"
"Flotte-Mèche";"Rampe-Ailes";"Rampe-Ailes"
"Motorizard";"Koraidon";"Motorizard"
"Terraiste";"Rampe-Ailes";"Rampe-Ailes"
"Bérasca";"Epine-de-Fer";"Epine-de-Fer"
"Scalpereur";"Baojian";"Baojian"
"Flotte-Mèche";"Miraidon";"Miraidon"
"Famignol";"Gigansel";"Gigansel"
"Tauros (Flamboyant)";"Paume-de-Fer";"Tauros (Flamboyant)"
"Courrousinge";"Deusolourdo (Forme Triple)";"Deusolourdo (Forme Triple)"
"Dogrino";"Hotte-de-Fer";"Hotte-de-Fer"
"Fongus-Furie";"Hotte-de-Fer";"Hotte-de-Fer"
"Fongus-Furie";"Yuyu";"Yuyu"
"Tag-tag";"Hotte-de-Fer";"Hotte-de-Fer"
"Arboliva";"Courrousinge";"Arboliva"
"Hurle-Queue";"Glaivodo";"Hurle-Queue"
"Balbalèze";"Koraidon";"Koraidon"
"Famignol";"Roue-de-Fer";"Roue-de-Fer"
"Gambex";"Flotte-Mèche";"Gambex"
"Palmaval";"Fongus-Furie";"Palmaval"
"Tauros (Flamboyant)";"Oyacata";"Tauros (Flamboyant)"
"Gigansel";"Floréclat";"Floréclat"
"Farigiraf";"Garde-de-Fer";"Farigiraf"
"Motorizard";"Yuyu";"Motorizard"
"Tapatoès (Blanc)";"Malvalame";"Malvalame"
"Hurle-Queue";"Garde-de-Fer";"Hurle-Queue"
"Tomberro";"Balbalèze";"Balbalèze"
"Famignol";"Vrombotor";"Vrombotor"
"Fulgulairo";"Virevorreur";"Fulgulairo"
"Rampe-Ailes";"Gromago";"Rampe-Ailes"
"Flamenroule";"Pelage-Sablé";"Pelage-Sablé"
"Briochien";"Pelage-Sablé";"Briochien"
"Tapatoès (Blanc)";"Fulgulairo";"Fulgulairo"
"Miascarade";"Baojian";"Baojian"
"Triopikeau";"Vrombotor";"Vrombotor"
"Terracruel";"Koraidon";"Koraidon"
"Pelage-Sablé";"Gromago";"Pelage-Sablé"
"Tomberro";"Glaivodo";"Glaivodo"
"Briochien";"Virevorreur";"Briochien"
"Flâmigator";"Famignol";"Flâmigator"
"Famignol";"Pelage-Sablé";"Pelage-Sablé"
"Terraiste";"Epine-de-Fer";"Terraiste"
"Ferdeter";"Dinglu";"Dinglu"
"Gambex";"Terracruel";"Gambex"
"Arboliva";"Mite-de-Fer";"Mite-de-Fer"
"Tapatoès (Blanc)";"Garde-de-Fer";"Tapatoès (Blanc)"
"Filentrappe";"Dogrino";"Dogrino"
"Pohmarmotte";"Triopikeau";"Triopikeau"
"Tag-tag";"Fort-Ivoire";"Fort-Ivoire"
"Dogrino";"Ferdeter";"Dogrino"
"Flâmigator";"Gigansel";"Flâmigator"
"Fragoin (Mâle)";"Hurle-Queue";"Hurle-Queue"
"Flamenroule";"Yuyu";"Yuyu"
"Malvalame";"Vrombotor";"Malvalame"
"Pohmarmotte";"Deusolourdo (Forme Triple)";"Deusolourdo (Forme Triple)"
"Superdofin (Zéro)";"Flamenroule";"Superdofin (Zéro)"
"Gambex";"Carmadura";"Carmadura"
"Ferdeter";"Nigirigon (Forme Affalée)";"Nigirigon (Forme Affalée)"
"Scovilain";"Paume-de-Fer";"Paume-de-Fer"
"Fulgulairo";"Hotte-de-Fer";"Fulgulairo"
"Palmaval";"Ferdeter";"Palmaval"
"Briochien";"Tag-tag";"Briochien"
"Ampibidou";"Garde-de-Fer";"Garde-de-Fer"
"Fulgulairo";"Scovilain";"Fulgulairo"
"Arboliva";"Hotte-de-Fer";"Hotte-de-Fer"
"Ampibidou";"Mite-de-Fer";"Mite-de-Fer"
"Tauros (Flamboyant)";"Baojian";"Tauros (Flamboyant)"
"Ampibidou";"Dinglu";"Dinglu"
"Fragoin (Mâle)";"Farigiraf";"Farigiraf"
"Forgelina";"Courrousinge";"Forgelina"
"Flâmigator";"Têtes-de-Fer";"Flâmigator"
"Carmadura";"Hotte-de-Fer";"Hotte-de-Fer"
"Triopikeau";"Garde-de-Fer";"Triopikeau"
"Vrombotor";"Glaivodo";"Vrombotor"
"Vrombotor";"Farigiraf";"Vrombotor"
"Gambex";"Farigiraf";"Farigiraf"
"Fulgulairo";"Garde-de-Fer";"Fulgulairo"
"Carmadura";"Craparoi";"Carmadura"
"Pohmarmotte";"Lestombaile";"Lestombaile"
"Fragoin (Mâle)";"Hotte-de-Fer";"Hotte-de-Fer"
"Terraiste";"Mite-de-Fer";"Mite-de-Fer"
"Délestin";"Terraiste";"Délestin"
"Balbalèze";"Fongus-Furie";"Balbalèze"
"Ferdeter";"Baojian";"Baojian"
"Epine-de-Fer";"Gromago";"Epine-de-Fer"
"Tomberro";"Scalpereur";"Scalpereur"
"Tapatoès (Blanc)";"Ferdeter";"Tapatoès (Blanc)"
"Triopikeau";"Glaivodo";"Triopikeau"
"Filentrappe";"Bérasca";"Bérasca"
"Floréclat";"Oyacata";"Floréclat"
"Miascarade";"Scalpereur";"Miascarade"
"Glaivodo";"Koraidon";"Koraidon"
"Délestin";"Koraidon";"Koraidon"
"Fulgulairo";"Vrombotor";"Fulgulairo"
"Superdofin (Zéro)";"Miraidon";"Miraidon"
"Virevorreur";"Hotte-de-Fer";"Virevorreur"
"Fort-Ivoire";"Yuyu";"Yuyu"
"Chongjian";"Miraidon";"Miraidon"
"Tauros (Flamboyant)";"Superdofin (Zéro)";"Tauros (Flamboyant)"
"Palmaval";"Tomberro";"Palmaval"
"Scovilain";"Glaivodo";"Glaivodo"
"Palmaval";"Arboliva";"Palmaval"
"Tapatoès (Blanc)";"Deusolourdo (Forme Triple)";"Tapatoès (Blanc)"
"Briochien";"Craparoi";"Briochien"
"Oyacata";"Fongus-Furie";"Oyacata"
"Deusolourdo (Forme Triple)";"Yuyu";"Yuyu"
"Ampibidou";"Scovilain";"Ampibidou"
"Oyacata";"Roue-de-Fer";"Roue-de-Fer"
"Arboliva";"Superdofin (Zéro)";"Superdofin (Zéro)"
"Paume-de-Fer";"Glaivodo";"Glaivodo"
"Roue-de-Fer";"Mite-de-Fer";"Roue-de-Fer"
"Pohmarmotte";"Virevorreur";"Virevorreur"
"Epine-de-Fer";"Yuyu";"Yuyu"
"Dogrino";"Fort-Ivoire";"Fort-Ivoire"
"Craparoi";"Scalpereur";"Craparoi"
"Craparoi";"Scovilain";"Craparoi"
"Virevorreur";"Flotte-Mèche";"Flotte-Mèche"
"Palmaval";"Forgelina";"Palmaval"
"Floréclat";"Deusolourdo (Forme Triple)";"Floréclat"
"Flâmigator";"Balbalèze";"Flâmigator"
"Tapatoès (Blanc)";"Gromago";"Tapatoès (Blanc)"
"Scovilain";"Terraiste";"Terraiste"
"Virevorreur";"Hurle-Queue";"Virevorreur"
"Virevorreur";"Bérasca";"Virevorreur"
"Scalpereur";"Chongjian";"Scalpereur"
"Roue-de-Fer";"Chongjian";"Roue-de-Fer"
"Flamenroule";"Hotte-de-Fer";"Hotte-de-Fer"
"Nigirigon (Forme Affalée)";"Gromago";"Nigirigon (Forme Affalée)"
"Superdofin (Zéro)";"Terraiste";"Superdofin (Zéro)"
"Tag-tag";"Terraiste";"Terraiste"
"Briochien";"Dinglu";"Briochien"
"Pelage-Sablé";"Dinglu";"Dinglu"
"Paume-de-Fer";"Têtes-de-Fer";"Têtes-de-Fer"
"Pohmarmotte";"Fulgulairo";"Fulgulairo"
"Virevorreur";"Fongus-Furie";"Virevorreur"
"Dinglu";"Yuyu";"Yuyu"
"Palmaval";"Fulgulairo";"Fulgulairo"
"Forgelina";"Fort-Ivoire";"Fort-Ivoire"
"Flâmigator";"Fort-Ivoire";"Fort-Ivoire"
"Tauros (Flamboyant)";"Scovilain";"Tauros (Flamboyant)"
"Mite-de-Fer";"Epine-de-Fer";"Mite-de-Fer"
"Famignol";"Epine-de-Fer";"Epine-de-Fer"
"Hotte-de-Fer";"Miraidon";"Miraidon"
"Terracruel";"Craparoi";"Terracruel"
"Flâmigator";"Bérasca";"Flâmigator"
"Carmadura";"Paume-de-Fer";"Carmadura"
"Lestombaile";"Flamenroule";"Lestombaile"
"Gambex";"Scalpereur";"Gambex"
"Dogrino";"Roue-de-Fer";"Roue-de-Fer"
"Ferdeter";"Paume-de-Fer";"Paume-de-Fer"
"Lestombaile";"Deusolourdo (Forme Triple)";"Deusolourdo (Forme Triple)"
"Flamenroule";"Fort-Ivoire";"Fort-Ivoire"
"Miascarade";"Gromago";"Miascarade"
"Mite-de-Fer";"Miraidon";"Miraidon"
"Lestombaile";"Tomberro";"Lestombaile"
"Tauros (Flamboyant)";"Virevorreur";"Tauros (Flamboyant)"
"Famignol";"Deusolourdo (Forme Triple)";"Deusolourdo (Forme Triple)"
"Fongus-Furie";"Baojian";"Baojian"
"Pohmarmotte";"Hurle-Queue";"Hurle-Queue"
"Virevorreur";"Scovilain";"Virevorreur"
"Fongus-Furie";"Chongjian";"Chongjian"
"Oyacata";"Mite-de-Fer";"Mite-de-Fer"
"Floréclat";"Chongjian";"Floréclat"
"Paume-de-Fer";"Chongjian";"Chongjian"
"Forgelina";"Deusolourdo (Forme Triple)";"Deusolourdo (Forme Triple)"
"Flamenroule";"Roue-de-Fer";"Roue-de-Fer"
"Pohmarmotte";"Pelage-Sablé";"Pelage-Sablé"
"Gambex";"Yuyu";"Yuyu"
"Carmadura";"Farigiraf";"Carmadura"
"Terraiste";"Dinglu";"Terraiste"
"Tapatoès (Blanc)";"Forgelina";"Tapatoès (Blanc)"
"Floréclat";"Courrousinge";"Floréclat"
"Floréclat";"Baojian";"Baojian"
"Tapatoès (Blanc)";"Hotte-de-Fer";"Hotte-de-Fer"
"Garde-de-Fer";"Miraidon";"Miraidon"
"Tomberro";"Fort-Ivoire";"Fort-Ivoire"
"Dinglu";"Koraidon";"Koraidon"
"Malvalame";"Flamenroule";"Malvalame"
"Terracruel";"Lestombaile";"Lestombaile"
"Motorizard";"Mite-de-Fer";"Motorizard"
"Terracruel";"Paume-de-Fer";"Terracruel"
"Superdofin (Zéro)";"Yuyu";"Yuyu"
"Palmaval";"Vrombotor";"Palmaval"
"Triopikeau";"Hurle-Queue";"Hurle-Queue"
"Scovilain";"Forgelina";"Forgelina"
"Triopikeau";"Farigiraf";"Farigiraf"
"Filentrappe";"Tag-tag";"Tag-tag"
"Palmaval";"Epine-de-Fer";"Palmaval"
"Flotte-Mèche";"Yuyu";"Yuyu"
"Courrousinge";"Miraidon";"Miraidon"
"Ampibidou";"Fort-Ivoire";"Fort-Ivoire"
"Flotte-Mèche";"Baojian";"Baojian"
"Farigiraf";"Koraidon";"Farigiraf"
"Terracruel";"Flamenroule";"Terracruel"
"Courrousinge";"Chongjian";"Chongjian"
"Scovilain";"Motorizard";"Motorizard"
"Tag-tag";"Courrousinge";"Tag-tag"
"Carmadura";"Dogrino";"Carmadura"
"Palmaval";"Ampibidou";"Palmaval"
"Tauros (Flamboyant)";"Briochien";"Briochien"
"Nigirigon (Forme Affalée)";"Têtes-de-Fer";"Nigirigon (Forme Affalée)"
"Floréclat";"Flamenroule";"Floréclat"
"Tag-tag";"Epine-de-Fer";"Tag-tag"
"Lestombaile";"Terraiste";"Lestombaile"
"Tauros (Flamboyant)";"Roue-de-Fer";"Tauros (Flamboyant)"
"Flâmigator";"Rampe-Ailes";"Rampe-Ailes"
"Flotte-Mèche";"Koraidon";"Flotte-Mèche"
"Tag-tag";"Rampe-Ailes";"Rampe-Ailes"
"Bérasca";"Deusolourdo (Forme Triple)";"Bérasca"
"Triopikeau";"Dinglu";"Triopikeau"
"Triopikeau";"Yuyu";"Yuyu"
"Arboliva";"Baojian";"Baojian"
"Hurle-Queue";"Mite-de-Fer";"Mite-de-Fer"
"Hurle-Queue";"Miraidon";"Hurle-Queue"
"Hurle-Queue";"Koraidon";"Hurle-Queue"
"Tauros (Flamboyant)";"Palmaval";"Tauros (Flamboyant)"
"Palmaval";"Flotte-Mèche";"Palmaval"
"Scalpereur";"Rampe-Ailes";"Rampe-Ailes"
"Dogrino";"Triopikeau";"Triopikeau"
"Bérasca";"Baojian";"Baojian"
"Scovilain";"Délestin";"Délestin"
"Gigansel";"Malvalame";"Malvalame"
"Famignol";"Fulgulairo";"Fulgulairo"
"Scalpereur";"Garde-de-Fer";"Scalpereur"
"Lestombaile";"Vrombotor";"Lestombaile"
"Gambex";"Pelage-Sablé";"Gambex"
"Balbalèze";"Terraiste";"Terraiste"
"Craparoi";"Fongus-Furie";"Craparoi"
"Triopikeau";"Tomberro";"Triopikeau"
"Arboliva";"Deusolourdo (Forme Triple)";"Arboliva"
"Oyacata";"Gromago";"Oyacata"
"Superdofin (Zéro)";"Balbalèze";"Superdofin (Zéro)"
"Tapatoès (Blanc)";"Terraiste";"Terraiste"
"Deusolourdo (Forme Triple)";"Koraidon";"Deusolourdo (Forme Triple)"
"Tauros (Flamboyant)";"Nigirigon (Forme Affalée)";"Tauros (Flamboyant)"
"Fragoin (Mâle)";"Dinglu";"Dinglu"
"Fort-Ivoire";"Garde-de-Fer";"Fort-Ivoire"
"Virevorreur";"Floréclat";"Virevorreur"
"Palmaval";"Koraidon";"Palmaval"
"Craparoi";"Lestombaile";"Lestombaile"
"Malvalame";"Dinglu";"Malvalame"
"Malvalame";"Koraidon";"Malvalame"
"Famignol";"Rampe-Ailes";"Rampe-Ailes"
"Virevorreur";"Paume-de-Fer";"Virevorreur"
"Pelage-Sablé";"Têtes-de-Fer";"Pelage-Sablé"
"Craparoi";"Balbalèze";"Craparoi"
"Virevorreur";"Têtes-de-Fer";"Virevorreur"
"Pohmarmotte";"Scalpereur";"Scalpereur"
"Terracruel";"Deusolourdo (Forme Triple)";"Deusolourdo (Forme Triple)"
"Flâmigator";"Terraiste";"Flâmigator"
"Gambex";"Vrombotor";"Vrombotor"
"Terracruel";"Chongjian";"Terracruel"
"Superdofin (Zéro)";"Mite-de-Fer";"Mite-de-Fer"
"Têtes-de-Fer";"Baojian";"Baojian"
"Ferdeter";"Oyacata";"Oyacata"
"Craparoi";"Yuyu";"Yuyu"
"Hurle-Queue";"Paume-de-Fer";"Hurle-Queue"
"Dogrino";"Tag-tag";"Tag-tag"
"Flotte-Mèche";"Têtes-de-Fer";"Flotte-Mèche"
"Gigansel";"Hotte-de-Fer";"Hotte-de-Fer"
"Gambex";"Terraiste";"Terraiste"
"Tapatoès (Blanc)";"Terracruel";"Tapatoès (Blanc)"
"Palmaval";"Baojian";"Baojian"
"Scalpereur";"Mite-de-Fer";"Mite-de-Fer"
"Ferdeter";"Scalpereur";"Scalpereur"
"Miascarade";"Ferdeter";"Miascarade"
"Tapatoès (Blanc)";"Délestin";"Délestin"
"Miascarade";"Fragoin (Mâle)";"Miascarade"
"Filentrappe";"Fulgulairo";"Fulgulairo"
"Famignol";"Hotte-de-Fer";"Hotte-de-Fer"
"Triopikeau";"Ferdeter";"Triopikeau"
"Tauros (Flamboyant)";"Dogrino";"Tauros (Flamboyant)"
"Palmaval";"Balbalèze";"Palmaval"
"Scovilain";"Flamenroule";"Scovilain"
"Flotte-Mèche";"Chongjian";"Flotte-Mèche"
"Vrombotor";"Ferdeter";"Vrombotor"
"Gambex";"Garde-de-Fer";"Gambex"
"Tag-tag";"Garde-de-Fer";"Tag-tag"
"Fongus-Furie";"Dinglu";"Dinglu"
"Délestin";"Oyacata";"Délestin"
"Flâmigator";"Fulgulairo";"Fulgulairo"
"Carmadura";"Délestin";"Carmadura"
"Gromago";"Chongjian";"Chongjian"
"Triopikeau";"Pelage-Sablé";"Pelage-Sablé"
"Scovilain";"Yuyu";"Yuyu"
"Deusolourdo (Forme Triple)";"Pelage-Sablé";"Pelage-Sablé"
"Terracruel";"Bérasca";"Terracruel"
"Famignol";"Scovilain";"Famignol"
"Superdofin (Zéro)";"Flotte-Mèche";"Superdofin (Zéro)"
"Epine-de-Fer";"Chongjian";"Chongjian"
"Malvalame";"Scovilain";"Malvalame"
"Lestombaile";"Garde-de-Fer";"Lestombaile"
"Palmaval";"Scalpereur";"Palmaval"
"Floréclat";"Miraidon";"Miraidon"
"Fragoin (Mâle)";"Forgelina";"Forgelina"
"Tag-tag";"Glaivodo";"Tag-tag"
"Courrousinge";"Terraiste";"Terraiste"
"Flâmigator";"Palmaval";"Flâmigator"
"Filentrappe";"Epine-de-Fer";"Epine-de-Fer"
"Carmadura";"Fort-Ivoire";"Fort-Ivoire"
"Lestombaile";"Délestin";"Délestin"
"Pohmarmotte";"Tag-tag";"Tag-tag"
"Bérasca";"Farigiraf";"Farigiraf"
"Craparoi";"Rampe-Ailes";"Rampe-Ailes"
"Palmaval";"Farigiraf";"Farigiraf"
"Fort-Ivoire";"Dinglu";"Fort-Ivoire"
"Gambex";"Tapatoès (Blanc)";"Gambex"
"Gambex";"Hurle-Queue";"Gambex"
"Scalpereur";"Flotte-Mèche";"Flotte-Mèche"
"Forgelina";"Lestombaile";"Lestombaile"
"Forgelina";"Balbalèze";"Balbalèze"
"Terraiste";"Paume-de-Fer";"Terraiste"
"Tauros (Flamboyant)";"Glaivodo";"Tauros (Flamboyant)"
"Yuyu";"Garde-de-Fer";"Yuyu"
"Tapatoès (Blanc)";"Baojian";"Baojian"
"Virevorreur";"Craparoi";"Virevorreur"
"Tag-tag";"Deusolourdo (Forme Triple)";"Tag-tag"
"Fragoin (Mâle)";"Malvalame";"Malvalame"
"Miascarade";"Hotte-de-Fer";"Hotte-de-Fer"
"Filentrappe";"Balbalèze";"Balbalèze"
"Fulgulairo";"Flamenroule";"Fulgulairo"
"Balbalèze";"Epine-de-Fer";"Balbalèze"
"Terraiste";"Chongjian";"Terraiste"
"Oyacata";"Paume-de-Fer";"Oyacata"
"Flamenroule";"Dinglu";"Dinglu"
"Forgelina";"Pelage-Sablé";"Pelage-Sablé"
"Glaivodo";"Miraidon";"Miraidon"
"Tauros (Flamboyant)";"Fulgulairo";"Tauros (Flamboyant)"
"Filentrappe";"Paume-de-Fer";"Paume-de-Fer"
"Tauros (Flamboyant)";"Farigiraf";"Tauros (Flamboyant)"
"Pohmarmotte";"Arboliva";"Arboliva"
"Pohmarmotte";"Superdofin (Zéro)";"Superdofin (Zéro)"
"Fragoin (Mâle)";"Ferdeter";"Fragoin (Mâle)"
"Fulgulairo";"Floréclat";"Fulgulairo"
"Balbalèze";"Roue-de-Fer";"Roue-de-Fer"
"Craparoi";"Terraiste";"Terraiste"
"Filentrappe";"Flotte-Mèche";"Flotte-Mèche"
"Briochien";"Flotte-Mèche";"Briochien"
"Ferdeter";"Délestin";"Délestin"
"Forgelina";"Délestin";"Délestin"
"Motorizard";"Floréclat";"Motorizard"
"Fulgulairo";"Tag-tag";"Fulgulairo"
"Floréclat";"Epine-de-Fer";"Floréclat"
"Scovilain";"Scalpereur";"Scalpereur"
"Courrousinge";"Hotte-de-Fer";"Hotte-de-Fer"
"Farigiraf";"Miraidon";"Miraidon"
"Forgelina";"Têtes-de-Fer";"Forgelina"
"Gambex";"Floréclat";"Floréclat"
"Tapatoès (Blanc)";"Mite-de-Fer";"Mite-de-Fer"
"Briochien";"Lestombaile";"Briochien"
"Nigirigon (Forme Affalée)";"Garde-de-Fer";"Nigirigon (Forme Affalée)"
"Pohmarmotte";"Tomberro";"Pohmarmotte"
"Hurle-Queue";"Pelage-Sablé";"Hurle-Queue"
"Carmadura";"Glaivodo";"Carmadura"
"Fragoin (Mâle)";"Têtes-de-Fer";"Fragoin (Mâle)"
"Yuyu";"Koraidon";"Yuyu"
"Tauros (Flamboyant)";"Motorizard";"Motorizard"
"Roue-de-Fer";"Hotte-de-Fer";"Roue-de-Fer"
"Fragoin (Mâle)";"Vrombotor";"Vrombotor"
"Tapatoès (Blanc)";"Fort-Ivoire";"Fort-Ivoire"
"Fort-Ivoire";"Mite-de-Fer";"Fort-Ivoire"
"Carmadura";"Ampibidou";"Carmadura"
"Virevorreur";"Rampe-Ailes";"Rampe-Ailes"
"Malvalame";"Lestombaile";"Malvalame"
"Floréclat";"Délestin";"Floréclat"
"Fort-Ivoire";"Chongjian";"Fort-Ivoire"
"Malvalame";"Farigiraf";"Malvalame"
"Tomberro";"Farigiraf";"Farigiraf"
"Superdofin (Zéro)";"Pelage-Sablé";"Superdofin (Zéro)"
"Tomberro";"Flotte-Mèche";"Flotte-Mèche"
"Flâmigator";"Superdofin (Zéro)";"Flâmigator"
"Filentrappe";"Terraiste";"Terraiste"
"Briochien";"Balbalèze";"Briochien"
"Malvalame";"Baojian";"Malvalame"
"Pohmarmotte";"Délestin";"Délestin"
"Triopikeau";"Courrousinge";"Triopikeau"
"Briochien";"Paume-de-Fer";"Briochien"
"Délestin";"Deusolourdo (Forme Triple)";"Délestin"
"Briochien";"Scalpereur";"Briochien"
"Superdofin (Zéro)";"Ferdeter";"Superdofin (Zéro)"
"Motorizard";"Paume-de-Fer";"Motorizard"
"Ampibidou";"Flotte-Mèche";"Ampibidou"
"Malvalame";"Flotte-Mèche";"Malvalame"
"Terraiste";"Scalpereur";"Terraiste"
"Miascarade";"Farigiraf";"Farigiraf"
"Flamenroule";"Paume-de-Fer";"Flamenroule"
"Délestin";"Pelage-Sablé";"Délestin"
"Briochien";"Flamenroule";"Briochien"
"Floréclat";"Hotte-de-Fer";"Floréclat"
"Dogrino";"Flotte-Mèche";"Flotte-Mèche"
"Forgelina";"Gromago";"Forgelina"
"Oyacata";"Yuyu";"Yuyu"
"Farigiraf";"Yuyu";"Yuyu"
"Famignol";"Glaivodo";"Famignol"
"Miascarade";"Paume-de-Fer";"Miascarade"
"Arboliva";"Carmadura";"Carmadura"
"Flotte-Mèche";"Pelage-Sablé";"Flotte-Mèche"
"Miascarade";"Délestin";"Délestin"
"Dogrino";"Gromago";"Dogrino"
"Dogrino";"Rampe-Ailes";"Rampe-Ailes"
"Briochien";"Hurle-Queue";"Briochien"
"Famignol";"Garde-de-Fer";"Famignol"
"Terraiste";"Têtes-de-Fer";"Terraiste"
"Flâmigator";"Craparoi";"Flâmigator"
"Fragoin (Mâle)";"Mite-de-Fer";"Mite-de-Fer"
"Gigansel";"Hurle-Queue";"Hurle-Queue"
"Triopikeau";"Lestombaile";"Lestombaile"
"Fongus-Furie";"Rampe-Ailes";"Rampe-Ailes"
"Triopikeau";"Deusolourdo (Forme Triple)";"Deusolourdo (Forme Triple)"
"Courrousinge";"Garde-de-Fer";"Courrousinge"
"Mite-de-Fer";"Yuyu";"Yuyu"
"Miascarade";"Nigirigon (Forme Affalée)";"Nigirigon (Forme Affalée)"
"Motorizard";"Délestin";"Motorizard"
"Virevorreur";"Farigiraf";"Virevorreur"
"Courrousinge";"Koraidon";"Koraidon"
"Ferdeter";"Mite-de-Fer";"Mite-de-Fer"
"Tag-tag";"Pelage-Sablé";"Tag-tag"
"Virevorreur";"Deusolourdo (Forme Triple)";"Deusolourdo (Forme Triple)"
"Fort-Ivoire";"Paume-de-Fer";"Fort-Ivoire"
"Tauros (Flamboyant)";"Scalpereur";"Tauros (Flamboyant)"
"Pohmarmotte";"Tapatoès (Blanc)";"Tapatoès (Blanc)"
"Gambex";"Arboliva";"Gambex"
"Pohmarmotte";"Miraidon";"Miraidon"
"Dogrino";"Deusolourdo (Forme Triple)";"Deusolourdo (Forme Triple)"
"Terraiste";"Glaivodo";"Terraiste"
"Briochien";"Superdofin (Zéro)";"Briochien"
"Miascarade";"Terraiste";"Terraiste"
"Filentrappe";"Tomberro";"Filentrappe"
